x_1,x_2,Class_label
-120.12504,33.4091514,1
-170.750325,-254.286254,2
-102.76342,32.2873793,0
438.713775,-234.428649,1
338.165259,-216.469921,1
-163.976208,11.7152195,0
-109.687377,-237.584727,2
-206.168572,-249.360684,2
516.318315,-243.732699,1
358.733722,-213.23435,1
-52.1218044,-216.348929,2
480.538141,-228.30777,1
-326.798886,-289.248037,2
-126.920125,32.4784152,0
-114.506168,-242.368235,2
-135.28485,24.6970155,0
39.1117865,-202.262323,2
307.887912,-230.544404,1
-137.882276,13.2773449,1
-88.517984,-235.493593,2
407.788181,-222.919661,1
-51.1486072,36.5046889,1
-268.194975,-244.884268,2
506.962347,-245.152779,1
401.408934,-229.00578,1
565.350775,-254.192056,1
242.945639,-184.098678,2
475.696431,-242.762703,1
429.148648,-228.686021,1
-125.574785,21.5975048,0
-120.154315,31.8289329,0
-249.103284,-261.37663,2
-184.324226,10.1652785,0
-175.973549,-243.700491,2
-207.081843,-255.96487,2
600.877429,-257.822936,1
-123.652049,23.5992989,0
441.508814,-225.878724,1
553.309311,-254.533581,1
-138.062927,-242.550064,2
410.699903,-226.213005,1
-170.348965,10.7055779,0
657.462337,-269.176471,1
-137.463111,20.5026641,0
-119.923906,25.506393,0
-98.6769447,-236.265038,2
-120.772885,24.3641643,0
470.173314,-259.383995,1
-95.4634282,34.8533425,0
75.5018595,-194.761525,2
-53.2606714,33.7522488,0
-204.666121,-238.592991,2
-138.495293,20.752142,2
-344.2066,-274.085062,2
-182.035737,10.632448,0
-151.720031,22.911572,0
-142.660208,17.9414762,0
-103.960456,45.0669213,0
355.116639,-213.461837,1
-123.921797,-232.819496,2
-151.227432,15.7397894,0
416.987217,-244.723937,1
516.461564,-239.837649,1
-125.666302,33.1922113,0
-129.044418,40.5096641,0
592.115349,-253.035412,1
-368.800377,-280.960509,2
428.073552,-240.104863,1
346.466156,-220.647156,1
-109.514948,28.3799574,0
-255.064137,-268.429498,2
-42.3041277,-213.389598,2
518.776896,-255.56556,1
-90.8841099,35.9524772,0
347.773383,-217.176244,1
517.372491,-254.829722,1
-78.2260392,-217.548162,2
-107.769958,18.5622213,0
532.359348,-260.889168,1
-70.9251174,-236.271675,1
-131.504139,-234.142422,2
540.036235,-247.883455,1
-154.133189,16.7563543,0
-124.353467,23.9421814,0
-174.269362,15.0581067,0
-214.782099,-263.330591,2
-288.732411,-268.041433,0
-186.131334,-245.458884,2
-325.286448,-290.004652,2
499.425228,-237.729473,1
-211.994557,-258.274501,2
-295.824517,-264.821413,2
-21.6009728,-223.800728,2
-178.095429,6.69973244,0
-130.853067,30.3777685,0
-84.0202312,39.6529706,0
-183.876772,-250.905775,2
466.302066,-253.283978,0
-133.229837,-229.871565,2
-193.370231,-252.923252,2
347.605547,-200.663324,1
-219.621917,-252.242489,2
-176.780747,26.9631907,0
377.518225,-216.756053,1
342.123574,-221.115769,1
-313.520629,-285.228834,2
-113.183765,32.6978725,0
-108.62828,26.8611758,0
-85.1657026,-244.597147,2
-162.615703,15.8521361,0
520.595402,-244.881379,1
447.167233,-243.571253,1
-116.425231,28.3404005,0
-138.467108,20.4444998,0
-52.3924184,-237.091781,2
502.186895,-244.110804,1
-164.885967,25.3102336,0
360.555781,-228.247085,1
415.496755,-217.24569,0
563.282013,-260.763209,1
-72.9827532,-224.809476,2
-213.737044,-261.268382,2
-30.5804408,-226.299518,2
512.774904,-239.642668,1
-267.350825,-258.845537,2
-112.288834,38.1177043,1
-97.0645656,49.9184189,0
515.749575,-241.138408,1
-121.032481,20.7078716,0
-97.9770976,29.0625992,0
-212.085345,-267.393828,2
481.868693,-256.533761,1
-94.3565874,30.2061601,0
466.317629,-236.609389,1
-223.434829,-251.545791,2
-393.558599,-302.300619,2
-151.326042,20.1299297,0
547.175837,-240.873096,1
-137.191606,27.998332,0
327.810591,-206.784707,1
-252.502516,-266.311236,2
-166.813246,21.3790527,0
502.693902,-235.350298,1
-76.3704725,45.6858131,0
-395.090476,-284.597696,2
-75.6560022,46.4867386,1
462.690956,-249.204901,1
426.997919,-217.495667,1
-242.380663,-261.753155,2
600.404552,-262.732353,1
-140.614478,16.0780097,0
354.1589,-218.16888,1
-56.8297255,-231.949106,2
-162.816655,8.53408449,0
-207.135103,-5.59090269,0
605.382513,-252.681326,1
-90.6643534,49.9615239,0
-43.5856743,35.0297653,0
511.885917,-238.827175,1
389.200363,-217.906924,1
-302.815316,-272.232597,1
71.3534375,-191.150565,2
585.948248,-261.723841,1
467.357924,-246.484096,1
-207.00325,3.62481205,0
-17.6994233,-216.208282,2
504.056252,-253.015737,1
475.609029,-255.618508,1
438.991667,-237.429254,1
-134.049529,38.4452787,0
334.334069,-207.575054,1
-120.163684,29.7516549,0
-180.901237,-236.950001,2
-110.277794,-234.729124,2
519.882265,-243.007005,1
353.731448,-213.718171,1
565.836576,-258.998148,1
622.21751,-254.391889,1
-132.033893,30.1320231,0
-171.522949,-238.30195,2
-47.7822098,-248.569493,2
-25.5780068,-219.343866,2
526.296896,-254.709608,1
-139.857654,7.67643741,0
535.900138,-244.829918,1
499.211731,-244.081021,1
513.250326,-253.414241,1
482.781404,-219.314437,1
-204.70278,18.3890682,0
-345.584786,-280.465968,2
392.237261,-224.604133,1
-161.51199,-234.462291,2
-313.049665,-284.680103,2
435.936892,-236.578719,1
-205.76996,-251.911488,2
-162.067395,-233.159139,2
587.712512,-270.318117,1
465.799789,-238.976958,1
562.448661,-253.5961,1
503.458667,-251.226568,0
476.82519,-251.030595,1
-158.671507,22.4102609,0
-457.009115,-289.198961,2
-106.579393,22.0634545,0
-157.236128,11.1216427,0
610.163366,-258.049787,1
-203.086323,10.6096984,0
-116.295073,29.3803291,0
-174.825475,-254.563757,2
-178.96351,-262.826772,2
-153.811586,20.3198276,0
-110.965785,34.8743404,0
361.833196,-224.676996,2
503.47542,-233.85635,1
664.728953,-253.112487,1
-95.0629892,39.9284011,0
312.167412,-228.783396,1
-164.997646,13.6138659,0
-146.040794,22.3933271,0
349.171771,-219.525094,1
-126.403534,-237.404778,2
497.260565,-255.466331,1
-171.912489,18.7115896,0
457.190947,-237.095903,1
474.792177,-238.214795,1
-178.298357,0.108313789,0
-89.7224144,-240.300177,2
-43.7614367,-227.235848,2
418.459782,-230.69828,1
-136.116541,15.9821484,0
-167.040897,9.000198,0
-201.775801,-250.105282,1
-100.6844,39.2274736,0
-117.026891,46.0656566,0
-124.26478,27.0891951,1
-159.725552,-254.149705,2
66.294212,-186.360772,2
472.163272,-242.660575,1
-9.97925931,-187.731778,2
-101.559084,-233.058739,2
477.096882,-242.232763,1
-148.235418,19.2916005,0
-249.053942,-249.974598,2
-162.802035,13.8380842,2
118.494148,-167.00829,2
-188.279576,11.274468,0
546.556719,-243.135938,1
581.971388,-248.305358,1
-170.676382,11.5332947,0
-222.830484,-263.46934,2
-180.094298,16.4008881,0
610.836805,-264.495103,1
509.670651,-256.023768,1
-96.9021347,-221.601953,2
552.768669,-254.508633,1
403.211361,-214.792268,1
-180.062212,18.4018953,0
569.791316,-258.752502,2
-146.587515,-252.055251,2
-131.406657,30.7680704,0
-73.5588923,-239.794241,1
-146.201017,7.95197101,0
-98.1984347,32.0969631,0
-126.47439,-226.282053,2
289.183776,-201.668655,1
-41.1613182,54.5801725,0
-186.351031,-276.015797,2
485.23399,-248.049654,1
571.320706,-234.550824,2
-46.801548,-219.659393,2
436.004589,-226.655236,1
68.903133,-189.639041,2
238.651048,-198.095614,1
-146.230713,7.16317494,0
-82.6668134,39.230517,0
-166.524636,25.3767936,0
-149.376112,15.2963431,0
-55.7890942,-222.863221,2
-17.216155,-208.78325,2
-129.467948,22.3268797,0
568.398301,-240.617997,1
-139.959388,20.1853044,0
-100.060828,-234.213517,2
384.743536,-229.822921,1
-133.555421,-226.728031,2
547.756315,-242.715007,1
403.738033,-234.818711,1
-97.9660204,48.337279,0
-162.935372,8.27398963,0
327.519946,-209.830144,1
-178.05111,9.91216243,1
493.721713,-237.671059,1
396.628624,-226.569585,1
544.622459,-264.372289,1
-50.9274785,30.1194437,0
-295.663335,-260.508836,2
485.986639,-243.113797,1
-167.424831,12.1970355,0
454.207879,-252.95963,1
-122.464519,-246.36178,2
-131.392901,-223.50435,2
-160.250453,24.8539829,0
-182.58116,-236.374296,0
-85.275962,-217.062771,2
507.951494,-237.195675,1
-160.037509,-239.869334,2
-69.1732423,37.4130285,0
-133.238087,41.9350019,0
-300.137527,-262.69088,2
-46.3693062,-221.100976,2
-203.765023,-257.745113,2
-379.199794,-302.059018,2
-132.387067,41.9443145,0
-57.8367204,-206.243867,2
-65.7911927,-233.072479,2
-144.655769,15.4875603,0
-104.204749,27.3607156,0
-57.3213325,-252.46765,2
-93.7521648,-219.301174,2
-152.550377,23.8112349,0
-176.667153,-246.267496,2
-114.383006,36.598261,0
-322.701058,-273.373709,2
-261.375626,-264.644959,2
-124.165147,-239.767362,2
476.51277,-239.173285,1
608.761685,-239.076819,1
-76.8078258,-232.427489,2
-10.5862258,-201.83712,2
-73.1642966,44.6383222,0
-136.526381,-241.929054,2
449.572172,-225.608422,1
538.959401,-233.760609,1
478.833398,-224.496448,1
-164.326378,-238.887375,2
-100.89407,23.607765,0
416.595628,-222.492853,1
-44.1221865,-213.765541,2
355.124791,-218.347143,1
-168.143675,-258.543593,2
284.483172,-210.495427,1
-138.965524,16.8507923,0
-127.223246,16.2101646,0
557.954914,-252.937848,1
376.509809,-224.942803,1
545.062003,-259.144066,1
462.4907,-242.345413,1
-143.448195,6.16051101,0
-12.4814123,-212.740594,2
536.021137,-252.439874,1
527.188797,-247.63828,1
-224.850094,-250.470273,2
-106.035459,28.4158958,0
-140.482872,30.0472725,0
-54.4991556,-220.828985,2
-129.602753,-254.808844,2
-169.206085,8.84988435,2
11.6406036,-202.680368,2
536.779977,-250.805442,1
-130.445708,24.8824369,0
-60.5207754,43.0865685,0
13.6750325,-209.277272,2
-251.61093,-284.094689,2
-114.56236,-221.740747,2
-21.761849,-223.164938,2
289.639774,-215.945784,1
-283.83041,-274.54176,2
-151.511198,20.0244435,0
-211.710421,-244.851607,2
387.419987,-221.254094,1
-202.334971,-256.490242,2
508.439396,-246.817794,1
-85.5563818,-236.737823,2
-241.042255,-267.022374,2
-172.571666,-229.325252,2
-57.5776931,-216.870627,2
513.718296,-228.669932,1
4.94702322,-207.901574,2
-101.568191,-226.362086,2
548.694639,-245.236286,1
-129.841235,26.1067265,0
-148.498529,17.1623083,0
31.9967506,-228.070415,2
469.154724,-230.368207,1
465.190826,-234.479677,1
-155.66303,16.7626694,0
-257.247464,-264.18494,2
-182.241064,18.494559,0
-147.608502,27.1929474,0
-123.666539,23.6933133,0
494.884513,-250.567662,1
-320.754695,-273.936088,2
1.11020408,-219.631125,2
-162.330393,-240.510418,2
-116.293708,-243.270042,2
-270.397924,-256.867084,2
-156.221451,-241.873087,2
-5.25162573,-216.591518,2
-198.132949,0.208005589,0
454.524563,-245.417427,1
-126.040903,-233.698732,2
-120.983752,-246.627207,2
-108.300764,-251.856145,2
536.206892,-259.216781,1
-210.96115,-3.07147448,0
485.598914,-239.164542,1
-167.095857,27.8524258,0
606.191254,-265.821055,1
560.272991,-247.683527,1
-319.688063,-271.274652,2
88.2542744,-190.768393,2
582.323563,-255.750075,0
-77.8274237,31.3722746,2
422.207043,-231.259696,1
-150.75601,16.3482397,0
11.8761239,-208.486579,2
451.019527,-245.008619,1
617.043103,-264.247915,1
-119.772496,-255.520487,2
-170.582568,-224.69679,2
390.407337,-223.867608,1
-114.805104,24.7220339,0
633.772842,-264.206873,1
-148.214221,16.7771764,0
-42.0040879,-225.115758,2
488.770382,-240.025678,1
-91.3688921,26.939121,0
-111.355106,40.6550892,0
589.283762,-257.139378,1
405.598247,-223.091757,1
-84.6735002,37.3101128,0
-236.495955,-261.041989,2
482.817819,-242.343721,1
54.2428316,-197.892769,2
586.369087,-248.583356,1
-133.488297,-243.488601,2
505.597359,-239.556603,1
-127.377421,14.547463,0
-126.68795,26.5933969,0
341.309161,-213.790205,1
-215.238824,-254.016851,2
704.90661,-269.994112,1
-237.830834,-253.05357,1
494.134522,-240.84608,1
56.7490859,-213.436359,2
-93.4530674,35.1515604,0
314.158595,-209.879548,1
503.581586,-236.723125,1
-99.1163401,41.6808732,0
-185.100101,-236.137218,2
-127.437833,32.3210071,0
490.658538,-246.476111,1
-32.7253135,-225.954576,2
-261.428508,-274.236843,2
-311.22149,-285.727375,2
323.996425,-206.550381,1
480.351767,-243.471518,1
207.060366,-196.297376,1
477.743589,-240.207276,1
506.899596,-253.089507,1
-74.5426462,27.7858582,0
-163.379977,-261.853794,2
-128.369828,17.7750906,2
602.64258,-255.949569,0
-95.5591679,-234.618796,2
-96.6559243,28.0733619,0
-36.6775763,-243.635479,2
-173.14856,-237.719383,2
384.648551,-217.917383,1
605.335753,-267.145132,1
530.117088,-253.980194,1
-226.219898,10.6323723,0
-290.092914,-257.941059,2
360.619198,-221.854683,1
-163.832826,20.8174674,0
416.819796,-225.279869,1
498.073142,-243.471843,1
-125.973226,27.0690827,0
510.104565,-251.305947,1
-249.982331,-241.226168,2
77.433603,-188.113084,2
615.215209,-253.797968,1
-100.622397,37.2143054,0
-150.099555,25.4443121,0
-167.123126,16.8020486,1
602.927206,-251.498527,1
-139.978601,18.5938018,1
334.798352,-206.35118,1
-188.36986,-247.711456,2
-135.100618,15.4153493,0
-188.408333,0.882007281,0
-238.400549,-270.084569,2
-128.005295,36.0972517,0
-162.921907,19.2268213,1
-99.489287,37.0826877,0
-186.647349,14.0990952,0
507.749915,-240.907403,1
164.603188,-198.46798,1
371.302197,-215.957152,1
586.780577,-255.28291,1
-122.611293,38.3256293,0
48.9468458,-198.500424,2
428.659727,-232.368341,1
600.593377,-253.713739,1
-241.013708,-270.575324,2
-89.1871436,45.569804,0
-95.017877,-231.060697,2
368.672093,-225.00138,1
487.996322,-242.53629,1
-249.630582,-268.976085,2
465.8657,-240.338414,1
348.842926,-189.366092,1
-32.8690991,-209.775555,2
-99.9368178,37.6560328,0
448.523792,-237.16251,1
349.929107,-211.850392,1
-221.986379,7.78404636,0
477.663581,-236.910561,1
539.288652,-249.061428,1
-100.67617,31.9944681,0
-171.895073,27.9049718,0
568.926586,-252.819574,1
404.216343,-224.64153,1
458.300356,-231.734875,1
628.029518,-244.394389,1
-151.328859,29.0997251,0
314.216991,-208.885908,1
-141.073634,-232.36299,0
385.154459,-214.360303,1
-282.165049,-272.301187,2
-230.975158,-264.136058,2
-137.412481,23.7949233,0
-76.7751723,-229.539472,2
-204.177442,6.13580726,0
487.592682,-229.192352,0
477.473158,-250.802961,1
416.749687,-215.536394,1
-107.316161,21.8844524,0
-159.423839,-245.81941,2
564.767297,-252.851547,1
598.253234,-244.414783,1
-177.923166,21.4788049,0
-124.603238,24.9215228,0
-216.086133,-252.504756,2
174.628541,-197.2926,1
-324.833572,-274.544866,2
603.292251,-263.830572,1
401.859587,-210.659043,1
-134.625807,-240.324475,2
-136.885988,26.3716817,0
395.782085,-216.240435,1
449.634218,-250.284745,1
-50.7690741,51.0085882,0
343.727528,-214.283544,1
-190.3162,-251.243139,2
31.8451804,-197.909564,2
-164.239024,-235.663822,2
-92.5868223,21.9714488,0
398.405968,-223.341093,1
-290.98279,-280.37072,2
-131.68342,22.3001478,0
199.493086,-165.880803,2
452.889381,-238.803077,1
-120.471551,21.3230534,0
55.7178723,-201.570204,2
-173.725449,17.7504234,0
544.116576,-240.422367,1
-191.818637,18.7782266,0
-129.345646,27.6204351,0
-170.845572,-259.645789,2
-73.7477794,-225.277866,2
-124.337342,-225.4877,2
-157.160824,19.9484616,0
-189.027879,-256.640296,2
386.207531,-237.117801,0
-133.692345,25.7723269,0
479.52113,-241.763641,1
-172.568032,4.87934057,0
371.849646,-220.617429,1
-39.6130572,-235.334818,2
35.0275859,-203.779146,2
462.416855,-233.22342,1
477.129377,-251.211167,1
-286.40303,-270.780868,2
-139.413792,23.5507492,2
-71.5008825,48.6876111,0
-84.1501206,37.436146,0
479.777969,-240.499932,1
397.197411,-227.125809,1
390.575917,-231.048125,1
308.931784,-231.860296,1
-117.894641,-241.170815,2
-122.316008,20.9308982,0
582.992424,-261.893405,1
360.133504,-215.195021,1
-183.909705,3.79002235,0
-143.492433,13.8517661,0
-181.564686,-259.240621,2
91.2455833,-191.154281,2
-142.250087,-247.823635,2
-125.649444,20.0812693,0
-126.514609,-238.519105,2
456.617769,-241.118086,1
102.072196,-209.987447,2
-141.140001,-252.071013,2
371.445985,-219.630262,1
-132.848586,23.1647484,0
345.29843,-214.183797,1
-212.636088,-252.198949,2
-166.6135,-233.559283,2
-114.081631,28.3391061,0
-390.312386,-281.338819,2
-265.878118,-256.598121,0
-159.406743,19.3008143,0
-127.712314,22.8856291,0
-193.784185,-255.977089,2
445.871441,-234.68622,1
-282.702665,-3.24837034,0
-149.327603,13.356407,2
-151.369823,15.2339589,0
-175.428123,-257.57003,2
-179.54801,23.3272819,0
-154.736142,30.1955684,0
-135.644794,-234.078159,2
-86.7256631,42.7090251,0
486.231638,-257.579306,1
-222.990387,-241.832723,2
-136.005015,24.1813254,0
403.963666,-229.950128,1
416.031364,-221.935701,1
-91.6934266,31.7143602,0
647.647371,-270.940379,1
-241.641894,-256.982463,2
-181.495511,7.50301748,0
-51.6662364,47.1193289,0
-120.47255,32.4054099,0
378.153508,-224.099354,1
-132.763872,-247.655134,2
393.726151,-217.760474,1
482.494201,-228.750618,1
-214.214615,-246.979999,2
314.509794,-190.43969,1
-398.288065,-295.163784,2
390.989756,-222.606185,1
-129.27936,20.8018724,0
-147.321733,22.6730796,0
-125.595117,33.344703,0
-167.56204,17.8684656,0
-192.826252,-252.006861,2
-178.047992,-237.264039,2
-107.994135,-237.372384,2
-160.782551,-234.728977,0
542.434844,-253.132535,1
365.328327,-233.082525,1
-155.65433,3.70928189,0
-217.022059,-0.762048429,0
-56.3804479,-228.259795,2
630.990756,-269.374025,1
550.776419,-256.712463,1
549.281765,-252.871878,1
-273.306303,-268.406689,2
463.021834,-247.191516,1
438.809007,-228.002728,1
-146.593082,19.0168034,0
-61.7866354,46.2213421,0
-45.4050398,-217.588736,2
533.297182,-243.464161,1
386.052196,-229.323962,1
-158.565239,15.8833595,0
704.316876,-285.999266,1
489.492941,-236.092429,1
-181.143998,-249.072876,2
-204.058458,4.80195273,2
-93.8398127,-225.403911,2
-147.404263,18.9257445,0
1.82033917,-199.81503,2
-111.071721,25.1032315,0
-139.334038,-239.106368,2
-68.0343048,-212.982727,2
-148.246659,16.8435804,0
-232.608009,-251.944164,2
-92.4048107,-211.405002,2
437.713988,-237.212157,1
-114.362764,17.0001813,0
-168.677689,18.007553,0
-39.8130994,-216.409216,2
-157.672599,26.8557146,0
-80.4233273,-236.539061,2
571.052964,-261.307116,1
-65.0474719,39.3907691,2
-156.351703,40.0595227,0
-118.665253,38.5850179,0
-150.186756,18.8760851,0
-145.003469,-229.273525,2
-79.887571,35.8102017,1
356.10853,-206.123536,1
499.535391,-236.161292,1
-77.6557818,-230.097672,2
-301.694348,-266.074513,2
473.536552,-233.14028,1
326.699206,-219.561046,1
-137.498613,26.2550113,0
545.122471,-244.772609,1
-7.46797011,-228.526355,2
419.457759,-228.863816,1
509.891273,-242.302117,1
-92.7467813,43.7188834,0
23.7556331,-217.933607,2
-100.930488,48.9525452,0
-186.900846,7.67447001,0
560.928485,-244.038028,1
520.64903,-259.282605,1
-246.404269,-264.417902,0
-117.521723,27.9057919,0
500.887589,-243.014293,1
-119.839349,25.9259815,1
-172.617728,-250.043266,2
-53.0560562,55.4951233,0
-124.323697,31.4423894,0
340.423016,-206.633868,1
-467.498642,-297.36336,2
-145.54215,-240.315259,2
50.2643633,-209.287231,2
470.043708,-233.050641,1
-74.433118,-212.173861,2
-226.252335,-264.114217,2
-147.650079,-246.784345,2
650.794586,-283.966036,1
-70.2216381,43.8998125,0
487.87223,-238.743597,1
-169.32025,-251.323807,2
-169.091492,27.8799672,0
-169.109995,22.4376579,0
-216.265453,-241.704245,2
-149.78032,8.55162796,0
620.896421,-262.917811,1
-103.565754,23.8033761,0
-158.014808,26.4744761,2
-101.398462,30.2564644,0
383.006908,-217.435719,1
-79.1168569,-223.795782,2
-103.603675,36.3941443,0
-233.655353,0.56091495,0
604.531083,-260.500122,0
-220.980993,-266.473867,2
599.541793,-259.654391,1
-152.38727,-237.882863,2
401.271807,-223.211339,1
-240.171263,-254.227318,2
-98.5716355,-222.950237,2
11.4927895,-206.028299,2
-96.9286432,29.9356775,0
-120.172986,25.6751047,0
-94.9255917,-237.324329,2
-166.04595,27.7325585,0
-146.197064,-231.22067,2
-184.335097,4.94537551,0
-267.885567,-266.838909,2
85.4352588,-201.320817,2
601.323636,-250.984217,1
448.085549,-233.764337,1
-303.767935,-277.779086,2
451.815335,-219.340602,1
-161.999151,-246.474812,2
620.383427,-258.268109,1
381.741234,-227.904672,1
586.595743,-261.248412,1
480.346899,-242.97359,1
-65.1335224,48.1542307,0
-200.939309,3.13807058,0
-118.493355,21.0963188,0
467.603194,-245.597366,1
451.000435,-243.189265,1
-180.772179,-263.027844,2
567.134718,-243.96548,1
-159.489982,17.00415,0
-200.696417,-239.361803,2
-247.340555,-255.809381,2
-177.194407,-241.499719,2
552.030917,-251.571805,1
-93.1786301,22.6796326,0
-109.545586,-250.545599,2
-61.9106272,-232.566723,2
-42.4320343,-229.242408,1
-109.147694,30.5840075,0
-148.695943,22.7824798,0
-136.22382,30.1870667,0
-137.927863,-261.97073,2
474.993906,-248.120786,1
-119.506343,22.6322475,0
-114.330462,28.9653062,0
-184.95773,10.6534779,0
-81.8433599,49.9661718,0
-226.068126,-241.422736,2
414.734937,-215.279127,1
-148.896299,25.4994477,0
500.530385,-245.348575,1
482.741307,-242.574249,1
-151.728359,15.928705,0
-184.058324,9.66265119,0
-169.051095,3.41465401,0
-125.569775,19.1743315,0
-106.203344,27.7796924,0
-82.3478952,-235.189456,2
-86.7669181,47.3456498,0
-130.119472,25.6576547,0
-115.169202,25.8857409,0
-229.507344,-237.365492,2
537.816172,-255.87044,1
-154.476395,-258.918738,2
-118.513653,28.1872335,0
-113.912712,33.1841697,0
-141.791623,24.1232802,0
-110.933562,36.3380839,0
-98.9757757,44.0270423,0
-61.1829164,-222.265449,2
455.690991,-240.835782,1
-204.073927,4.08169036,0
-38.7608389,-222.038936,2
563.621685,-248.690632,1
-93.72834,43.1263144,0
464.600575,-217.837987,1
572.267897,-272.70941,1
-18.4746878,-214.002897,2
-105.163581,23.061384,0
-158.122317,12.6079617,0
-97.7862648,-242.311345,2
-133.503562,-227.711571,2
-184.017455,-233.475616,2
-160.242738,17.5598098,0
-136.893252,32.8125951,0
542.005916,-255.14411,1
394.051542,-228.354046,1
-207.923298,10.3743689,0
628.744234,-265.454909,1
538.635005,-244.917688,1
-178.776411,10.5095109,0
-136.684872,-238.005126,2
-172.157017,-254.368284,2
-87.4031912,33.2014145,0
-65.982851,35.6814722,0
-159.489639,-232.121005,2
-176.587588,-0.3996742,2
605.983444,-278.5485,1
620.339399,-270.972532,1
42.0064095,-213.417839,2
-133.754259,-242.792373,2
-139.983838,22.5275865,0
43.0070893,-193.348182,2
-93.9631704,32.9952694,0
-94.7157839,-233.877448,2
-115.498165,-232.829989,2
338.384915,-204.965617,1
-40.5380085,-225.374452,2
-113.973755,20.5740048,0
-82.3034194,30.6426157,0
-231.098567,-252.126721,2
-240.681916,-229.731767,2
-119.349084,30.9591915,0
316.799459,-203.35509,1
696.702131,-268.433629,1
43.0209841,-215.489694,2
-37.3840328,-200.830165,2
565.266501,-264.918938,1
536.812695,-232.43707,1
-239.414291,-257.792469,2
-95.0606044,41.2716117,0
508.185988,-225.407998,1
410.059075,-217.016282,1
370.477842,-218.84844,1
427.813356,-222.847727,1
-144.687774,17.3144943,0
-126.805452,21.7217199,0
1.16030551,-205.811734,2
-160.503954,14.5298862,0
-197.58235,15.5920206,0
369.608645,-218.89655,0
-89.9078428,26.9658011,0
-267.867883,-272.262336,2
-135.16386,24.1893868,0
-131.01857,37.1657772,0
-108.359312,35.1550918,2
-96.3717026,33.1634583,0
-82.9315953,-231.410415,2
452.219963,-240.618201,1
-164.979929,12.3163909,0
2.82757551,-200.992063,2
-94.1739955,-227.304416,2
-156.323478,-244.613729,2
-113.869496,-244.608595,2
-139.549113,18.954837,0
413.381685,-241.077452,1
344.159964,-223.065876,1
562.02427,-241.505835,1
492.813447,-240.463447,1
486.465428,-247.601804,1
-51.9531321,-219.821142,2
-110.351967,36.6039142,0
-83.9334967,25.5709642,1
-109.041155,27.6893831,0
-107.629882,31.6417116,2
71.8216703,-192.215054,2
-106.83867,28.3306977,0
-90.1477818,43.7882177,0
460.328932,-244.097084,1
